# Simulation 1 (Up to date)
# 738 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
14.927,1949.474,16.976,-9.988,17.037,9.988,50.762,0.024,50.762,0.028,1.44,0.075,28.61,-80.599,9.786,0.365,-0.007,3.137,8.225e-4,1562.48,387.52,0.168,0.002,985.277,834.139,2.159,0.052,1.233e6,0,0.33,0.564,0.565,0.347,0.097,0.12,0.083,0.172,-4.938e-4,0,0,0,0,0.008,0.002,70,38.485,78.596,0.04,2.097,2.328,800.066,332.71,0.05,0.026
14.977,1950.311,16.477,-9.976,16.539,9.977,50.833,0.025,50.833,0.028,1.436,0.072,28.61,-80.599,9.786,0.372,-0.007,3.299,0.002,1562.48,387.52,0.168,0.002,985.2,834.139,2.158,0.051,1.197e6,0,0.313,0.566,0.566,0.349,0.097,0.12,0.085,0.174,4.855e-4,0,0,0,0,0.009,0.002,70,38.485,78.436,0.04,2.048,2.323,799.981,332.707,0.05,0.026
15.027,1951.122,15.978,-9.962,16.043,9.962,50.905,0.025,50.905,0.028,1.432,0.091,28.61,-80.599,9.786,0.666,-0.007,3.375,9.869e-4,1562.48,387.52,0.168,0.002,982.201,834.139,2.115,0.049,1.163e6,0,0.296,0.568,0.569,0.351,0.097,0.12,0.153,0.315,-4.188e-4,0,0,0,0,0.01,0.002,70,38.485,78.269,0.04,2.08,2.318,799.899,332.703,0.05,0.026
15.077,1951.909,15.481,-9.947,15.546,9.948,50.977,0.025,50.977,0.028,1.427,0.112,28.61,-80.599,9.786,1.013,-0.007,3.681,8.67e-4,1562.48,387.52,0.168,0.002,978.729,834.139,2.066,0.048,1.129e6,0,0.281,0.57,0.572,0.353,0.097,0.12,0.236,0.475,-2.574e-4,0,0,0,0,0.013,0.002,70,38.485,78.093,0.04,2.125,2.313,799.82,332.7,0.05,0.026
15.127,1952.67,14.984,-9.936,15.051,9.936,51.048,0.025,51.048,0.028,1.421,0.114,28.61,-80.599,9.786,1.138,-0.007,3.94,0.001,1562.48,387.52,0.168,0.002,977.498,834.139,2.048,0.046,1.094e6,0,0.265,0.572,0.575,0.355,0.097,0.12,0.266,0.529,1.213e-4,0,0,0,0,0.015,0.002,70,38.485,77.903,0.04,2.103,2.308,799.743,332.697,0.05,0.026
15.177,1953.407,14.487,-9.925,14.556,9.926,51.119,0.025,51.119,0.028,1.415,0.115,28.61,-80.599,9.786,1.255,-0.007,4.247,0.001,1562.48,387.52,0.168,0.002,976.346,834.139,2.032,0.045,1.059e6,0,0.25,0.575,0.577,0.358,0.097,0.12,0.294,0.579,1.731e-4,0,0,0,0,0.019,0.002,70,38.485,77.698,0.039,2.078,2.303,799.668,332.694,0.05,0.026
15.227,1954.119,13.991,-9.91,14.062,9.911,51.189,0.025,51.189,0.028,1.409,0.141,28.61,-80.599,9.786,1.765,-0.007,4.546,4.858e-4,1562.48,387.52,0.168,0.002,971.456,834.139,1.962,0.043,1.026e6,0,0.236,0.577,0.582,0.36,0.097,0.12,0.42,0.801,4.323e-4,0,0,0,0,0.023,0.002,70,38.485,77.478,0.039,2.153,2.298,799.596,332.692,0.05,0.026
15.277,1954.806,13.496,-9.9,13.569,9.901,51.26,0.025,51.26,0.028,1.402,0.141,28.61,-80.599,9.786,1.91,-0.007,5.012,9.939e-4,1562.48,387.52,0.168,0.002,970.093,834.139,1.942,0.042,9.912e5,0,0.222,0.579,0.585,0.362,0.097,0.12,0.457,0.856,-1.898e-5,0,0,0,0,0.03,0.002,70,38.485,77.239,0.039,2.132,2.294,799.526,332.689,0.05,0.026
15.327,1955.469,13.001,-9.895,13.076,9.895,51.329,0.025,51.329,0.028,1.395,0.12,28.61,-80.599,9.786,1.7,-0.007,5.319,0.002,1562.48,387.52,0.168,0.002,972.067,834.139,1.97,0.04,9.55e5,0,0.206,0.582,0.587,0.365,0.097,0.12,0.404,0.759,-1.209e-4,0,0,0,0,0.037,0.002,70,38.485,76.981,0.039,2.02,2.289,799.459,332.686,0.05,0.026
15.377,1956.106,12.507,-9.889,12.584,9.89,51.399,0.026,51.399,0.028,1.39,0.099,28.61,-80.599,9.786,1.453,-0.007,5.631,0.004,1562.48,387.52,0.168,0.002,974.418,834.139,2.004,0.039,9.188e5,0,0.191,0.585,0.588,0.368,0.097,0.12,0.343,0.642,7.808e-5,0,0,0,0,0.045,0.002,70,38.485,76.707,0.039,1.902,2.285,799.395,332.684,0.05,0.026
15.427,1956.719,12.012,-9.881,12.092,9.881,51.468,0.026,51.468,0.029,1.385,0.096,28.61,-80.599,9.786,1.538,-0.007,5.83,0.004,1562.48,387.52,0.168,0.002,973.597,834.139,1.992,0.037,8.839e5,0,0.178,0.588,0.592,0.371,0.097,0.12,0.364,0.673,-4.143e-4,0,0,0,0,0.052,0.002,70,38.485,76.42,0.039,1.86,2.281,799.333,332.681,0.05,0.026
15.477,1957.308,11.519,-9.865,11.601,9.866,51.538,0.026,51.538,0.029,1.38,0.131,28.61,-80.599,9.786,2.461,-0.007,6.122,0.002,1562.48,387.52,0.168,0.002,965.009,834.139,1.87,0.036,8.527e5,0,0.168,0.59,0.6,0.373,0.097,0.12,0.598,1.057,-9.772e-5,0,0,0,0,0.061,0.001,70,38.485,76.121,0.039,1.997,2.278,799.273,332.679,0.05,0.027
15.527,1957.871,11.026,-9.848,11.111,9.85,51.606,0.026,51.606,0.029,1.372,0.174,28.61,-80.599,9.786,3.624,-0.007,6.546,2.492e-5,1562.48,387.52,0.168,0.002,954.85,834.139,1.724,0.035,8.226e5,0,0.16,0.593,0.614,0.376,0.097,0.12,0.91,1.494,-1.923e-6,0,0,0,0,0.075,0.001,70,38.485,75.805,0.039,2.172,2.274,799.216,332.677,0.05,0.027
15.577,1958.41,10.534,-9.836,10.622,9.838,51.675,0.026,51.675,0.029,1.362,0.194,28.61,-80.599,9.786,4.392,-0.007,7.046,-4.992e-4,1562.48,387.52,0.168,0.002,948.515,834.139,1.634,0.033,7.91e5,0,0.151,0.596,0.626,0.379,0.097,0.12,1.126,1.746,3.504e-4,0,0,0,0,0.094,0.001,70,38.485,75.466,0.039,2.25,2.27,799.162,332.675,0.05,0.027
15.627,1958.925,10.042,-9.831,10.133,9.833,51.743,0.026,51.743,0.029,1.353,0.176,28.61,-80.599,9.786,4.361,-0.007,7.537,1.534e-4,1562.48,387.52,0.168,0.002,948.761,834.139,1.637,0.032,7.555e5,0,0.138,0.6,0.629,0.383,0.097,0.12,1.117,1.711,-1.889e-4,0,0,0,0,0.118,0.001,70,38.485,75.101,0.04,2.156,2.267,799.11,332.673,0.05,0.027
15.677,1959.414,9.551,-9.827,9.645,9.828,51.81,0.026,51.81,0.029,1.345,0.162,28.61,-80.599,9.786,4.391,-0.007,7.938,8.159e-4,1562.48,387.52,0.168,0.002,948.516,834.139,1.634,0.03,7.204e5,0,0.127,0.603,0.633,0.386,0.097,0.12,1.126,1.695,3.235e-4,0,0,0,0,0.144,0.001,70,38.485,74.714,0.04,2.07,2.264,799.06,332.671,0.05,0.027
15.727,1959.88,9.06,-9.817,9.158,9.818,51.877,0.026,51.877,0.029,1.337,0.173,28.61,-80.599,9.786,5.129,-0.007,8.347,5.572e-4,1562.48,387.52,0.168,0.002,942.695,834.139,1.551,0.029,6.884e5,0,0.118,0.607,0.647,0.39,0.097,0.12,1.341,1.905,-2.422e-4,0,0,0,0,0.174,0.001,70,38.485,74.307,0.04,2.109,2.261,799.013,332.669,0.05,0.027
15.777,1960.32,8.569,-9.811,8.671,9.812,51.944,0.027,51.944,0.029,1.328,0.166,28.61,-80.599,9.786,5.439,-0.007,8.771,9.802e-4,1562.48,387.52,0.168,0.002,940.319,834.139,1.517,0.028,6.543e5,0,0.108,0.611,0.655,0.394,0.097,0.12,1.434,1.963,3.857e-4,0,0,0,0,0.213,0.001,70,38.485,73.879,0.04,2.058,2.258,798.968,332.667,0.05,0.027
15.827,1960.737,8.078,-9.805,8.186,9.807,52.01,0.027,52.01,0.029,1.32,0.159,28.61,-80.599,9.786,5.769,-0.007,9.121,0.001,1562.48,387.52,0.168,0.002,937.839,834.139,1.481,0.026,6.202e5,0,0.099,0.615,0.665,0.399,0.097,0.12,1.534,2.016,-2.375e-4,0,0,0,0,0.256,0.001,70,38.485,73.431,0.04,1.999,2.255,798.926,332.666,0.05,0.027
15.877,1961.128,7.588,-9.795,7.701,9.797,52.076,0.027,52.076,0.029,1.312,0.172,28.61,-80.599,9.786,6.868,-0.007,9.482,9.283e-4,1562.48,387.52,0.168,0.002,929.902,834.139,1.368,0.025,5.894e5,0,0.092,0.62,0.686,0.403,0.097,0.12,1.879,2.264,3.66e-5,0,0,0,0,0.307,9.901e-4,70,38.485,72.966,0.04,2.051,2.253,798.887,332.664,0.05,0.027
15.927,1961.495,7.099,-9.784,7.217,9.786,52.141,0.027,52.141,0.03,1.303,0.192,28.61,-80.599,9.786,8.331,-0.007,9.848,3.108e-4,1562.48,387.52,0.168,0.002,920.078,834.139,1.228,0.024,5.601e5,0,0.086,0.624,0.715,0.407,0.097,0.12,2.363,2.534,-4.302e-5,0,0,0,0,0.366,9.284e-4,70,38.485,72.483,0.04,2.137,2.25,798.849,332.663,0.05,0.027
15.977,1961.838,6.61,-9.773,6.735,9.775,52.206,0.027,52.206,0.03,1.292,0.209,28.61,-80.599,9.786,9.855,-0.007,10.211,1.815e-5,1562.48,387.52,0.168,0.002,910.648,834.139,1.093,0.022,5.31e5,0,0.081,0.629,0.745,0.412,0.097,0.12,2.898,2.729,9.622e-5,0,0,0,0,0.438,8.669e-4,70,38.485,71.982,0.04,2.203,2.248,798.815,332.661,0.05,0.027
16.027,1962.156,6.122,-9.763,6.254,9.766,52.27,0.027,52.27,0.03,1.282,0.221,28.61,-80.599,9.786,11.425,-0.007,10.552,-2.375e-4,1562.48,387.52,0.168,0.002,901.712,834.139,0.965,0.021,5.017e5,0,0.075,0.634,0.776,0.417,0.097,0.12,3.48,2.835,6.033e-5,0,0,0,0,0.524,8.056e-4,70,38.485,71.462,0.04,2.247,2.246,798.782,332.66,0.05,0.027
16.077,1962.45,5.634,-9.756,5.775,9.759,52.334,0.027,52.334,0.03,1.271,0.222,28.61,-80.599,9.786,12.752,-0.007,10.863,-4.108e-5,1562.48,387.52,0.168,0.002,894.719,834.139,0.865,0.02,4.708e5,0,0.068,0.639,0.801,0.423,0.097,0.12,3.997,2.829,-2.959e-4,0,0,0,0,0.631,7.446e-4,70,38.485,70.927,0.04,2.226,2.244,798.753,332.659,0.05,0.027
16.127,1962.72,5.146,-9.748,5.298,9.751,52.397,0.027,52.397,0.03,1.259,0.226,28.61,-80.599,9.786,14.422,-0.007,11.128,1.26e-4,1562.48,387.52,0.168,0.002,886.579,834.139,0.749,0.019,4.41e5,0,0.062,0.645,0.827,0.429,0.097,0.12,4.68,2.751,-3.786e-4,0,0,0,0,0.755,6.838e-4,70,38.485,70.377,0.04,2.217,2.242,798.725,332.658,0.05,0.027
16.177,1962.965,4.659,-9.739,4.823,9.742,52.46,0.028,52.46,0.03,1.248,0.232,28.61,-80.599,9.786,16.491,-0.007,11.353,2.391e-4,1562.48,387.52,0.168,0.002,877.419,834.139,0.618,0.017,4.124e5,0,0.056,0.652,0.846,0.435,0.097,0.12,5.572,2.547,4.309e-4,0,0,0,0,0.898,6.235e-4,70,38.485,69.815,0.04,2.222,2.241,798.701,332.657,0.05,0.028
16.227,1963.186,4.172,-9.73,4.351,9.733,52.522,0.028,52.522,0.03,1.236,0.236,28.61,-80.599,9.786,18.756,-0.007,11.526,3.66e-4,1562.48,387.52,0.168,0.002,868.431,834.139,0.49,0.016,3.84e5,0,0.048,0.658,0.853,0.442,0.097,0.12,6.605,2.168,-3.748e-4,0,0,0,0,1.068,5.636e-4,70,38.485,69.243,0.04,2.205,2.239,798.678,332.656,0.05,0.028
16.277,1963.382,3.686,-9.725,3.884,9.728,52.584,0.028,52.584,0.03,1.224,0.231,28.61,-80.599,9.786,21.29,-0.007,11.641,6.232e-4,1562.48,387.52,0.168,0.002,859.51,834.139,0.362,0.015,3.557e5,0,0.041,0.666,0.849,0.449,0.097,0.12,7.582,0.455,4.182e-6,0,0,0,0,1.27,5.044e-4,70,38.485,68.663,0.04,2.168,2.238,798.658,332.655,0.05,0.028
16.327,1963.554,3.2,-9.72,3.422,9.723,52.645,0.028,52.645,0.03,1.213,0.224,28.61,-80.599,9.786,24.565,-0.007,11.571,7.125e-4,1562.48,387.52,0.168,0.002,849.524,834.139,0.22,0.014,3.299e5,0,0.035,0.673,0.827,0.457,0.097,0.12,8.633,-3.306,-3.8e-5,0,0,0,0,1.458,4.461e-4,70,38.485,68.082,0.04,2.156,2.237,798.641,332.654,0.05,0.028
16.377,1963.702,2.714,-9.713,2.968,9.715,52.705,0.028,52.705,0.03,1.202,0.226,28.61,-80.599,9.786,28.746,-0.007,11.301,7.071e-4,1562.48,387.52,0.168,0.002,838.918,834.139,0.068,0.013,3.077e5,0,0.028,0.681,0.775,0.464,0.097,0.12,10.112,-8.337,1.463e-4,0,0,0,0,1.598,3.89e-4,70,38.485,67.51,0.04,2.178,2.236,798.626,332.654,0.05,0.028
16.427,1963.826,2.228,-9.7,2.526,9.703,52.765,0.028,52.765,0.031,1.19,0.239,28.61,-80.599,9.786,33.989,-0.007,10.842,5.102e-4,1562.48,387.52,0.168,0.002,828.428,834.139,-0.082,0.012,2.907e5,0,0.022,0.687,0.685,0.47,0.097,0.12,12.142,-14.919,2.604e-4,0,0,0,0,1.648,3.338e-4,70,38.485,66.955,0.04,2.245,2.235,798.614,332.653,0.05,0.028
16.477,1963.925,1.744,-9.683,2.104,9.686,52.824,0.028,52.824,0.031,1.178,0.264,28.61,-80.599,9.786,40.14,-0.007,10.137,2.74e-4,1562.48,387.52,0.168,0.002,819.355,834.139,-0.211,0.012,2.795e5,0,0.017,0.691,0.558,0.474,0.097,0.12,14.691,-22.84,2.672e-5,0,0,0,0,1.559,2.816e-4,70,38.485,66.43,0.04,2.352,2.234,798.603,332.653,0.05,0.028
16.527,1964,1.259,-9.752,1.716,9.752,52.883,0.028,52.883,0.031,1.166,0.095,28.61,-80.599,9.786,46.135,-0.007,9.201,4.051e-4,1562.48,387.52,0.168,0.002,984.043,834.139,2.141,0.011,2.64e5,0,0.012,0.697,0.432,0.48,0.097,0.12,5.855,-0.765,-4.172e-4,0,0,0,0,1.44,2.341e-4,70,38.485,65.946,0.04,2.334,2.234,798.596,332.653,0.05,0.028
16.577,1964.051,0.772,-9.752,1.394,9.753,52.941,0.028,52.941,0.031,1.161,0.085,28.61,-80.599,9.786,52.691,-0.007,9.321,6.92e-4,1562.48,387.52,0.168,0.002,989.217,834.139,2.215,0.01,2.476e5,0,0.007,0.704,0.301,0.487,0.097,0.12,6.046,-2.665,-1.732e-4,0,0,0,0,1.68,1.96e-4,70,38.485,65.478,0.04,2.239,2.234,798.591,332.653,0.05,0.028
16.627,1964.077,0.284,-9.75,1.191,9.751,52.999,0.029,52.999,0.031,1.157,0.083,28.61,-80.599,9.786,60.234,-0.007,9.225,7.6e-4,1562.48,387.52,0.168,0.002,994.494,834.139,2.291,0.01,2.421e5,0,0.004,0.707,0.173,0.49,0.097,0.12,6.281,-4.451,4.85e-4,0,0,0,0,1.721,1.726e-4,70,38.485,65.014,0.04,2.241,2.233,798.588,332.652,0.05,0.028
# Event APOGEE occurred at t=16.677 seconds
16.677,1964.079,-0.203,-9.748,1.171,9.748,53.056,0.029,53.056,0.031,1.153,0.084,28.61,-80.599,9.786,68.002,-0.007,9.082,8.631e-4,1562.48,387.52,0.168,0.002,1000.614,834.139,2.378,0.01,2.4e5,0,0.002,0.708,0.078,0.491,0.097,0.12,6.488,-5.89,-8.163e-5,0,0,0,0,1.697,1.701e-4,70,38.485,64.556,0.04,2.222,2.233,798.588,332.652,0.05,0.028
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=16.678 seconds
16.727,1964.057,-0.691,-9.745,1.34,9.745,53.114,0.029,53.114,0.031,1.149,0.086,28.61,-80.599,9.786,75.84,-0.007,8.914,9.956e-4,1562.48,387.52,0.168,0.002,1007.481,834.139,2.476,0.01,2.411e5,0,5.14e-4,0.707,0.023,0.49,0.097,0.12,6.657,-6.918,-6.117e-5,0,0,0,0,1.62,1.895e-4,70,38.485,64.106,0.039,2.176,2.234,798.59,332.652,0.05,0.028
16.732,1964.053,-0.741,-9.731,3.405,9.735,53.12,0.029,53.12,0.031,1.147,0.267,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.01,2.417e5,0,0.426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.895e-4,NaN,NaN,NaN,NaN,2.176,2.234,798.59,332.652,0.005,0.028
17.232,1962.467,-5.604,-9.727,6.448,9.73,53.66,0.03,53.66,0.032,1.014,0.267,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.01,4.577e5,0,0.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.924e-4,NaN,NaN,NaN,NaN,2.175,2.234,798.59,332.652,0.5,0.028
17.732,1958.546,-10.08,-8.953,10.425,8.963,54.114,0.031,54.114,0.033,0.801,0.426,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.019,7.402e5,0,1.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.327e-4,NaN,NaN,NaN,NaN,1.856,2.244,798.751,332.659,0.5,0.028
18.036,1955.155,-12.297,-7.313,12.51,7.338,54.328,0.032,54.328,0.034,0.616,0.608,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.031,8.885e5,0,3.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.682,2.269,799.148,332.674,0.303,0.028
18.295,1951.753,-13.894,-6.149,14.057,6.187,54.466,0.032,54.466,0.034,0.439,0.682,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.038,9.987e5,0,5.783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.694,2.291,799.491,332.688,0.26,0.028
18.561,1947.876,-15.269,-5.172,15.382,5.216,54.559,0.033,54.559,0.034,0.26,0.675,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.042,1.093e6,0,7.287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.599,2.314,799.835,332.701,0.266,0.028
18.843,1943.402,-16.462,-4.229,16.547,4.283,54.605,0.033,54.605,0.035,0.068,0.679,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.046,1.176e6,0,8.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.611,2.339,800.228,332.716,0.282,0.028
19.16,1938.016,-17.521,-3.34,17.58,3.401,54.594,0.034,54.594,0.035,0.135,0.64,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.05,1.25e6,0,10.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.573,2.368,800.681,332.734,0.317,0.029
19.532,1931.335,-18.445,-2.487,18.493,2.571,54.499,0.034,54.499,0.036,0.377,0.653,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.053,1.316e6,0,11.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.707,2.403,801.226,332.755,0.372,0.029
20.001,1922.5,-19.239,-1.695,19.279,1.826,54.248,0.035,54.248,0.037,0.696,0.68,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.056,1.372e6,0,12.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.932,2.446,801.902,332.781,0.469,0.029
20.501,1912.756,-19.737,-0.994,19.751,1.09,53.844,0.035,53.844,0.037,0.92,0.447,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.058,1.407e6,0,13.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.68,2.504,802.796,332.816,0.5,0.029
21.001,1902.823,-19.999,-0.525,20.014,0.709,53.324,0.035,53.324,0.038,1.158,0.477,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.059,1.427e6,0,14.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.942,2.567,803.783,332.855,0.5,0.029
21.501,1892.789,-20.135,-0.272,20.144,0.465,52.698,0.036,52.698,0.039,1.347,0.377,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.06,1.438e6,0,14.877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.956,2.632,804.788,332.894,0.5,0.029
22.001,1882.705,-20.202,-0.135,20.209,0.353,51.984,0.036,51.984,0.039,1.51,0.326,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.443e6,0,15.089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.032,2.697,805.804,332.933,0.5,0.029
22.501,1872.596,-20.234,-0.063,20.237,0.25,51.199,0.036,51.199,0.04,1.631,0.242,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.447e6,0,15.198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.017,2.762,806.824,332.973,0.5,0.029
23.001,1862.476,-20.246,-0.025,20.246,0.03,50.382,0.036,50.382,0.041,1.638,0.015,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.448e6,0,15.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.668,2.828,807.847,333.013,0.5,0.029
23.501,1852.352,-20.247,-0.001,20.249,0.181,49.54,0.036,49.54,0.042,1.729,0.181,28.61,-80.599,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.45e6,0,15.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.018,2.894,808.872,333.053,0.5,0.029
24.001,1842.23,-20.242,0.01,20.245,0.213,48.649,0.036,48.649,0.042,1.835,0.212,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.451e6,0,15.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.173,2.96,809.896,333.092,0.5,0.029
24.501,1832.111,-20.235,0.013,20.236,0.083,47.721,0.036,47.721,0.043,1.876,0.082,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.451e6,0,15.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.009,3.026,810.921,333.132,0.5,0.029
25.001,1821.995,-20.227,0.016,20.227,0.019,46.782,0.036,46.782,0.044,1.881,0.01,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.452e6,0,15.317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.901,3.091,811.945,333.172,0.5,0.029
25.501,1811.884,-20.217,0.02,20.219,0.16,45.822,0.036,45.822,0.045,1.96,0.159,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.453e6,0,15.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.214,3.157,812.969,333.212,0.5,0.029
26.001,1801.778,-20.208,0.02,20.209,0.126,44.826,0.036,44.826,0.045,2.022,0.124,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.453e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.222,3.223,813.992,333.252,0.5,0.029
26.501,1791.676,-20.198,0.02,20.198,0.099,43.803,0.035,43.803,0.046,2.071,0.097,28.61,-80.6,9.787,NaN,NaN,NaN,NaN,1562.48,387.52,NaN,NaN,NaN,NaN,NaN,0.061,1.453e6,0,15.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.227,3.288,815.015,333.292,0.5,0.029
